gauge_name,lat,lon,aridity,aridity_class,mean_streamflow_cfs,mean_evap_mm_day,mean_prcp_mm_day
TONAWANDA CREEK AT ATTICA NY,42.86395,-78.28363,1.88985,Arid,115.037817,5.916027,3.130421
"TRAP ROCK RIVER NEAR LAKE LINDEN, MI",47.22854,-88.38539,2.367666,Arid,42.885388,5.337468,2.254316
TRAPPER CREEK NR OAKLEY ID,42.16583,-113.98361,3.246347,Arid,14.532315,5.088248,1.567376
"TRENT RIVER NEAR TRENTON, NC",35.06417,-77.46139,2.545101,Arid,177.653305,9.575675,3.762394
TRINITY R AB COFFEE C NR TRINITY CTR CA,41.11126,-122.70558,1.765217,Arid,404.69411,4.988496,2.825996
"TURKEY C NR SENECA, KS",39.94778,-96.10862,3.310989,Arid,119.75765,7.867079,2.376051
"TURKEY CREEK AT BYROMVILLE, GA",32.19556,-83.90222,3.072993,Arid,38.520214,10.226714,3.327933
"TYE RIVER NEAR LOVINGSTON, VA",37.71542,-78.98169,2.062637,Arid,159.549463,7.23568,3.507975
"Tchefuncta River near Folsom, LA",30.61602,-90.24869,2.310454,Arid,152.843566,10.595948,4.58609
Tiffin River at Stryker OH,41.5045,-84.42967,2.634748,Arid,391.32155,6.81027,2.58479
"Tonoloway Creek near Needmore, PA",39.89842,-78.13223,2.285074,Arid,13.561912,6.924219,3.030195
"Towanda Creek near Monroeton, PA",41.70702,-76.48467,1.911777,Arid,293.034715,5.903435,3.087931
"Turkey River at Garber, IA",42.73999,-91.2618,2.50726,Arid,1287.41724,6.564933,2.618369
"Turnback Creek above Greenfield, MO",37.40237,-93.80203,2.619115,Arid,263.487985,8.424274,3.216459
Tymochtee Creek at Crawford OH,40.92283,-83.34881,2.673692,Arid,222.509421,7.156877,2.676777
"UMATILLA RIVER ABOVE MEACHAM CREEK, NR GIBBON, OR",45.71958,-118.32329,1.930863,Arid,231.195948,5.429118,2.811757
Upper Twin Creek at McGaw OH,38.64369,-83.21574,2.185367,Arid,13.98146,7.452015,3.40996
"VALLECITO CREEK NEAR BAYFIELD, CO.",37.4775,-107.54367,1.131287,Arid,144.958597,2.962865,2.619022
VAN DUZEN R NR BRIDGEVILLE CA,40.48042,-123.89088,1.194993,Arid,793.248717,5.591921,4.679461
"VERMILION RIVER NR CRANE LAKE, MN",48.26463,-92.56599,2.620025,Arid,612.641884,5.240258,2.00008
"VERNON CREEK NEAR VERNON, UT",39.97939,-112.38023,4.040049,Arid,4.312399,5.770286,1.428271
"W F PIGEON R ABOVE LAKE LOGAN NR HAZELWOOD, NC",35.39611,-82.9375,0.999973,Sub-humid,96.524061,5.800121,5.800278
"W Nueces Rv nr Brackettville, TX",29.47273,-100.23646,6.124998,Arid,28.958514,10.52217,1.717906
"WALKER CREEK AT BANE, VA",37.26818,-80.70951,2.266166,Arid,313.275814,6.823961,3.011237
"WATAUGA RIVER NEAR SUGAR GROVE, NC",36.23917,-81.82222,1.658403,Arid,174.667643,6.471684,3.902359
"WELLS RIVER AT WELLS RIVER, VT",44.15034,-72.06509,1.727614,Arid,166.181156,5.379816,3.114014
"WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",42.23731,-72.89565,1.530697,Arid,205.683644,5.743697,3.75234
"WEST CLEAR CREEK NEAR CAMP VERDE, AZ.",34.53864,-111.69404,3.463453,Arid,55.250626,6.268623,1.809934
"WEST FORK COW CREEK NEAR GLENDALE, OR",42.804,-123.61091,1.210515,Arid,234.02712,5.817226,4.805578
"WESTERN RUN AT WESTERN RUN, MD",39.51078,-76.6765,2.427361,Arid,70.982333,7.89301,3.251684
"WET BOTTOM CREEK NEAR CHILDS, AZ.",34.16087,-111.69292,5.205483,Arid,14.303148,8.496371,1.632196
"WHETSTONE RIVER NEAR BIG STONE CITY, SD",45.29163,-96.48756,3.801487,Arid,88.652401,6.428855,1.691142
WHITE R NEAR KADOKA SD,43.7525,-101.52487,5.290275,Arid,267.391587,6.803329,1.286007
WHITE R NEAR OACOMA SD,43.74833,-99.55649,5.108836,Arid,666.020717,6.911056,1.352765
"WHITE RIVER AT WEST HARTFORD, VT",43.71424,-72.41815,1.60248,Arid,1338.14736,5.3963,3.367469
"WHITE RIVER BL TABBYUNE C NEAR SOLDIER SUMMIT, UT",39.87579,-111.03739,2.582182,Arid,25.151543,4.259069,1.649407
"WHITE RIVER NEAR FORT APACHE, AZ.",33.73644,-110.16677,3.197939,Arid,182.482121,5.813655,1.817938
"WHITE RIVER NEAR WHITEHALL, MI",43.46418,-86.23257,2.336045,Arid,464.635924,6.189239,2.649452
"WHITE ROCK C NR BURR OAK, KS",39.89925,-98.25043,3.987066,Arid,27.160663,7.748884,1.943505
"WHITLEY CREEK NEAR ALLENVILLE, IL",39.5067,-88.52756,2.70633,Arid,33.715516,7.904189,2.92063
"WILLAPA RIVER NEAR WILLAPA, WA",46.65093,-123.65266,0.856315,Sub-humid,643.614972,5.870412,6.855438
"WILLOW CREEK NR WILLOW CITY, ND",48.58889,-100.44208,4.101984,Arid,66.740304,5.575493,1.359219
"WINTERING RIVER NR KARLSRUHE, ND",48.13834,-100.53986,4.696835,Arid,26.001519,6.047612,1.287593
"WOLF RIVER NR LANDON, MS",30.48361,-89.27444,2.301365,Arid,576.38484,10.595539,4.604024
Wakatomika Creek near Frazeysburg OH,40.13257,-82.14792,2.363258,Arid,161.689057,7.029951,2.974686
"Waldy Run near Emporium, PA",41.57895,-78.29251,1.690586,Arid,8.733303,5.681063,3.36041
"West Branch Clarion River at Wilcox, PA",41.57534,-78.69225,1.608287,Arid,129.761984,5.54773,3.449466
"Whiskey Chitto Creek Near Oberlin, LA",30.69875,-92.89319,2.442714,Arid,753.548103,10.713857,4.386046
"White Breast Creek near Dallas, IA",41.24688,-93.26607,2.740205,Arid,256.755611,7.347334,2.681308
"Wild River at Gilead, Maine",44.39044,-70.97964,1.220583,Arid,199.64878,4.886686,4.003567
Yellowstone River at Corwin Springs MT,45.11188,-110.79438,1.526865,Arid,3133.099601,3.376046,2.211097
"Young Womans Creek near Renovo, PA",41.38951,-77.69082,1.774947,Arid,72.480196,5.817672,3.27766
